#
#"Run ID"	"S2,1 [Re]"	"S2,1 [Im]"
#--------------------------------
1.0000000000000	0.99511965737644	-0.0041924592635652
2.0000000000000	0.99350559147986	-0.0045749411534059
3.0000000000000	0.99145427099138	-0.0045658392779162
4.0000000000000	0.98904612272172	-0.0038045544785439
5.0000000000000	0.98671021704283	-0.0019711332277693
6.0000000000000	0.98514523782301	0.00092116028285648
7.0000000000000	0.98492668246747	0.0042261750398910
8.0000000000000	0.98596755528850	0.0071041496371662
9.0000000000000	0.98767439858621	0.0090745736147853
10.000000000000	0.98948337743254	0.010182699362072
11.000000000000	0.99110036638097	0.010689874370322
12.000000000000	0.99254985130788	-0.0081644383246220
13.000000000000	0.99016891305735	-0.0088029145953938
14.000000000000	0.98707188210371	-0.0088832347297450
15.000000000000	0.98340876637272	-0.0078818353262177
16.000000000000	0.97974930357068	-0.0052755400480756
17.000000000000	0.97713818900217	-0.0010308567610215
18.000000000000	0.97649573288747	0.0040086816671796
19.000000000000	0.97784297710063	0.0085389375223719
20.000000000000	0.98034773652006	0.011760187495476
21.000000000000	0.98312514823618	0.013645627257593
22.000000000000	0.98565768843720	0.014535561081048
23.000000000000	0.98937563725023	-0.013012067498105
24.000000000000	0.98596835761221	-0.013927345743843
25.000000000000	0.98161838176332	-0.014025206682618
26.000000000000	0.97648664331442	-0.012615210218956
27.000000000000	0.97136645854091	-0.0089863135805071
28.000000000000	0.96767725001127	-0.0030638595878746
29.000000000000	0.96672771116032	0.0039775882642261
30.000000000000	0.96854757153014	0.010350177771216
31.000000000000	0.97201631264523	0.014927907905746
32.000000000000	0.97589385895011	0.017641858703601
33.000000000000	0.97948269299509	0.018968686596102
34.000000000000	0.98586956620330	-0.018473650518227
35.000000000000	0.98137307224027	-0.019718576892391
36.000000000000	0.97564972464419	-0.019928960422467
37.000000000000	0.96890782778856	-0.018213739344965
38.000000000000	0.96206895343894	-0.013657055118039
39.000000000000	0.95696159522790	-0.0060980407831477
40.000000000000	0.95528680898737	0.0031335746593548
41.000000000000	0.95729094345553	0.011734092394523
42.000000000000	0.96164829618655	0.018111174153656
43.000000000000	0.96675347470866	0.022027412328130
44.000000000000	0.97156714584469	0.024029013852453
45.000000000000	0.98214518215209	-0.024448527062033
46.000000000000	0.97660304838782	-0.026079495462036
47.000000000000	0.96950981755318	-0.026499456462867
48.000000000000	0.96109363299195	-0.024650261217844
49.000000000000	0.95239978887765	-0.019390393849385
50.000000000000	0.94551709763698	-0.010335984843406
51.000000000000	0.94266474168584	0.0011192548740888
52.000000000000	0.94448466445409	0.012220108218747
53.000000000000	0.94954869628382	0.020827659127791
54.000000000000	0.95587210139996	0.026345362035828
55.000000000000	0.96204558937848	0.029342488897228
56.000000000000	0.97848965622904	-0.030914546650880
57.000000000000	0.97200646780541	-0.033000759268525
58.000000000000	0.96369936006932	-0.033828422309224
59.000000000000	0.95366739404095	-0.032211103711967
60.000000000000	0.94294798166945	-0.026747721175359
61.000000000000	0.93378158601068	-0.016689030026672
62.000000000000	0.92890690963469	-0.0031482370767346
63.000000000000	0.92966162764988	0.010822045800279
64.000000000000	0.93491731069198	0.022309247102116
65.000000000000	0.94233124778150	0.030143513268980
66.000000000000	0.94999032058609	0.034695775513749
67.000000000000	0.97381476215218	-0.037922907228542
68.000000000000	0.96604525447027	-0.040403406900485
69.000000000000	0.95612044625525	-0.041350184782151
70.000000000000	0.94423764607338	-0.039384320023026
71.000000000000	0.93159624344256	-0.032999557917809
72.000000000000	0.92072018855922	-0.021347802518889
73.000000000000	0.91466533081634	-0.0056076752822579
74.000000000000	0.91505447943802	0.010882909562136
75.000000000000	0.92079035998200	0.024744172156134
76.000000000000	0.92928551523454	0.034454314459831
77.000000000000	0.93827308562245	0.040290722820284
78.000000000000	0.96989509884459	-0.045180882528290
79.000000000000	0.96118973571684	-0.048191705416901
80.000000000000	0.95009187683869	-0.049666838723472
81.000000000000	0.93668333785008	-0.048173092331564
82.000000000000	0.92200402866253	-0.041953574122699
83.000000000000	0.90858685904245	-0.029795756682130
84.000000000000	0.89990127965723	-0.012474792057887
85.000000000000	0.89830257080766	0.0067681216696560
86.000000000000	0.90333140755290	0.023959871365249
