Offset,L=Lcav,S11 Re,S11 Im,S21 Re,S21 Im,Z11 Re,Z11 Im,Z12 Re,Z12 Im,Rself,Xself,Gself,Bself,Re[Vcav],Im[Vcav],Re[Vrad],Im[Vrad],|rho|,arg(rho),Column1,Column2
1.15,16.952,-0.01801316,0.015119174,0.98202154,0.013987325,16.29821392,13.58504112,16.29823159,13.58447521,-1.767E-05,0.000565905,0.036204589,-0.030176301,-3.218562,-5.142999,-5.0752084,-3.4769318,1.013991052,-23.54675653,,
1.15,17,-0.01804589,0.015341676,0.98175489,0.014140387,16.09986815,13.485652,16.09976889,13.48505123,9.9259E-05,0.000600764,0.036503343,-0.030574939,-3.2223971,-5.0795812,-5.1002089,-3.437699,1.022462545,-23.62848359,,
1.2875,15,-0.006316259,-0.007557207,0.99357226,-0.009502716,27.60452664,-37.62197529,27.60447184,-37.62294816,5.47974E-05,0.000972862,0.01267718,0.017278102,3.3764715,-1.8103325,2.2951845,-2.8971445,0.964750205,-23.41444927,,
1.2875,15.0488,-0.006771259,-0.007872209,0.99315995,-0.009816663,26.82296959,-35.50765031,26.82293614,-35.5086226,3.34516E-05,0.000972293,0.013544665,0.01793064,3.4516453,-1.9327904,2.3188675,-3.0396346,0.966432133,-23.41364955,,
1.2875,15.0976,-0.007264795,-0.008190423,0.99267469,-0.010128384,26.1024559,-33.40057719,26.10242658,-33.40154623,2.93196E-05,0.000969038,0.014525558,0.018587394,3.5287603,-2.0669699,2.338834,-3.1930849,0.967835211,-23.41877792,,
1.2875,15.1464,-0.007798245,-0.008503715,0.99214319,-0.010430209,25.43726243,-31.3691886,25.43723407,-31.37015191,2.83557E-05,0.000963302,0.015594765,0.019232049,3.6043078,-2.2118802,2.3532083,-3.3557992,0.969205317,-23.42398995,,
1.2875,15.1952,-0.008375959,-0.008810718,0.99156549,-0.010724832,24.80823455,-29.41036113,24.80820619,-29.41131824,2.83602E-05,0.000957112,0.016756949,0.019866167,3.6761402,-2.3674454,2.361077,-3.5283446,0.97094364,-23.42892728,,
1.2875,15.244,-0.009005643,-0.009109407,0.99090486,-0.011060615,24.14477122,-27.46159118,24.14472742,-27.46256687,4.37985E-05,0.00097569,0.018056717,0.020537974,3.7466697,-2.5360021,2.3619912,-3.7111164,0.972320478,-23.43189641,,
1.2875,15.2928,-0.009682161,-0.00939284,0.99023024,-0.011332901,23.57616024,-25.65229364,23.57611738,-25.65326375,4.28604E-05,0.000970114,0.019421423,0.021132525,3.8123875,-2.7182107,2.3532251,-3.9049744,0.973735363,-23.43723674,,
1.2875,15.3416,-0.010412964,-0.00965688,0.98950089,-0.011586039,23.03437637,-23.90620468,23.03433422,-23.90716934,4.21443E-05,0.000964662,0.020899772,0.021691722,3.8722832,-2.9145011,2.3336639,-4.1095762,0.975119504,-23.44228634,,
1.2875,15.3904,-0.011200993,-0.009895201,0.98871392,-0.011813767,22.51770312,-22.22073752,22.5176615,-22.22169688,4.1625E-05,0.000959364,0.022498563,0.022202849,3.9246539,-3.1255813,2.3014856,-4.3249608,0.976482622,-23.44706182,,
1.2875,15.4392,-0.012048767,-0.010100399,0.98786661,-0.012008689,22.02462602,-20.5931565,22.02458462,-20.59411072,4.14028E-05,0.000954225,0.024224144,0.022650811,3.9699548,-3.3541073,,-4.5509634,0.875661817,-49.80643837,,
1.2875,15.488,-0.012958146,-0.010263915,0.98695678,-0.012162176,21.5537553,-19.02079745,21.55371367,-19.02174666,4.16378E-05,0.00094921,0.026081788,0.023017897,4.0010323,-3.5964784,2.190787,-4.786843,0.978529374,-23.4559445,,
1.2875,15.5368,-0.013930042,-0.010375981,0.98598312,-0.012264289,21.10380668,-17.5011166,21.10376415,-17.50206084,4.25293E-05,0.000944235,0.028075053,0.023283585,4.017694,-3.8547477,2.1076033,-5.0320947,0.979846294,-23.46025177,,
1.2875,15.5856,-0.014964065,-0.010425626,0.98494569,-0.012303775,20.67359297,-16.03179674,20.67354873,-16.0327359,4.42426E-05,0.000939158,0.030204869,0.023424459,4.0148413,-4.1264102,2.0024464,-5.2853423,0.981707284,-23.46477097,,
1.2875,15.6344,-0.016058121,-0.010400754,0.98384638,-0.012268193,20.26200209,-14.61073321,20.26195521,-14.61166702,4.68798E-05,0.000933808,0.032468603,0.023414345,3.9936984,-4.4151472,1.872593,-5.5447105,0.983030014,-23.46959012,,
1.2875,15.6832,-0.017207962,-0.010288347,0.98268947,-0.012144169,19.8679927,-13.23605736,19.86794228,-13.23698536,5.04255E-05,0.000928005,0.034858919,0.0232247,3.948678,-4.717554,1.7153938,-5.8075044,0.98431863,-23.47409838,,
1.2875,15.732,-0.018406716,-0.010074797,0.98148202,-0.011917801,19.49057758,-11.90604573,19.49052279,-11.90696733,5.47858E-05,0.000921604,0.037362763,0.022825309,3.8762691,-5.0316467,1.5283542,-6.0705548,0.985575886,-23.47846837,,
1.2875,15.7808,-0.01964445,-0.009746419,0.98023426,-0.011575204,19.1288213,-10.61907237,19.12876149,-10.61998688,5.98124E-05,0.000914503,0.039960342,0.022185352,3.7754141,-5.3580984,1.3093451,-6.3301223,0.986193615,-23.48276637,,
1.2875,15.8296,-0.020907804,-0.009290153,0.97895991,-0.011103232,18.7818467,-9.3735918,18.78178138,-9.374498459,6.53254E-05,0.000906659,0.042624204,0.021274901,3.6378702,-5.6864911,1.0567214,-6.5813977,0.987425685,-23.48697114,,
1.2875,15.8784,-0.022178079,-0.008695435,0.97767689,-0.010489742,18.4493974,-8.168925203,18.44932568,-8.169822486,7.17157E-05,0.000897283,0.045316275,0.020067179,3.4615134,-6.0113692,0.77008053,-6.8187215,0.989232586,-23.49106696,,
1.2875,15.9272,-0.023439058,-0.007950924,0.97640376,-0.009726123,18.12937556,-7.000929047,18.12929775,-7.001816785,7.78092E-05,0.000887738,0.047999597,0.018538191,3.2478079,-6.3354004,0.44844524,-7.0369022,0.990420247,-23.49529985,,
1.2875,15.976,-0.024662518,-0.007054226,0.97516865,-0.008809136,17.82235539,-5.872076299,17.82227174,-5.872953902,8.3653E-05,0.000877602,0.050613486,0.016678607,2.9962502,-6.6519855,0.094495319,-7.2292414,0.990982924,-23.49931876,,
1.2875,16.0248,-0.025823853,-0.00600367,0.97399433,-0.007735596,17.52728583,-4.778330957,17.52719567,-4.779197076,9.01667E-05,0.00086612,0.053105744,0.014480515,2.7009216,-6.941889,-0.28950059,-7.3891643,0.992753381,-23.50345934,,
1.2875,16.0736,-0.026897555,-0.004803432,0.97290972,-0.006512183,17.24327334,-3.718475331,17.2431777,-3.71932987,9.56416E-05,0.00085454,0.055415686,0.011953088,2.3689012,-7.210856,-0.69961506,-7.5113873,0.993925664,-23.50753086,,
1.2875,16.1224,-0.027854605,-0.003466656,0.97194263,-0.005151748,16.97021769,-2.692471598,16.97011701,-2.693314314,0.000100683,0.000842716,0.057479289,0.009122494,2.0035138,-7.4521768,-1.1294084,-7.5902992,0.994436139,-23.51142018,,
1.2875,16.1712,-0.028670624,-0.002011074,0.97111742,-0.003672037,16.70749628,-1.698739664,16.70739098,-1.69957032,0.000105299,0.000830657,0.05924072,0.006026301,1.6068622,-7.6500106,-1.5718743,-7.621875,0.995564141,-23.51521101,,
1.2875,16.22,-0.029312276,-0.000461866,0.97071284,-0.002092331,16.53264437,-0.742001361,16.53265759,-0.742816572,-1.32224E-05,0.000815211,0.060364484,0.002712192,1.1847993,-7.7989125,-2.0210631,-7.6021,0.99718241,-23.5262786,,
1.2875,16.2688,-0.029789084,0.001154019,0.97023713,-0.000463875,16.28979844,0.1949807,16.2898122,0.194171775,-1.37612E-05,0.000808925,0.061379341,-0.000731631,0.75008761,-7.9061921,-2.4639848,-7.5339718,0.998107049,-23.52995379,,
1.2875,16.3176,-0.030079968,0.002807231,0.96994572,0.001201175,16.05589026,1.103978235,16.05590375,1.103175229,-1.34887E-05,0.000803006,0.061989743,-0.004259215,0.30756337,-7.9636633,-2.8950993,-7.4171575,0.999065107,-23.53363846,,
1.2875,16.3664,-0.030184865,0.00446172,0.96984178,0.002868825,15.83089421,1.984294393,15.83090817,1.983497968,-1.39566E-05,0.000796426,0.062191274,-0.007792116,-0.13308954,-7.972064,-3.3054543,-7.2553311,0.999955484,-23.53708735,,
1.2875,16.4152,-0.030109517,0.006085908,0.96991824,0.004506853,15.61461439,2.836326259,15.61462889,2.835536754,-1.45016E-05,0.000789505,0.061998018,-0.011258523,-0.56361051,-7.9322931,-3.6883952,-7.0537964,1.000959172,-23.54065787,,
1.2875,16.464,-0.029866745,0.007654205,0.97016247,0.00608935,15.40634687,3.661935667,15.40636209,3.661153263,-1.52195E-05,0.000782404,0.061438666,-0.014600226,-0.97728026,-7.848284,-4.0390186,-6.8181988,1.00200331,-23.54396637,,
1.2875,16.5128,-0.029474091,0.009142384,0.97055682,0.007591914,15.20589683,4.461342485,15.20591289,4.460567275,-1.60562E-05,0.00077521,0.060553234,-0.017762944,-1.3680462,-7.7263428,-4.353668,-6.5557183,1.002951275,-23.54735978,,
1.2875,16.5616,-0.028954129,0.010529192,0.97107804,0.008992929,15.01322984,5.233137594,15.01324651,5.232369488,-1.66742E-05,0.000768106,0.059393654,-0.02069969,-1.7304189,-7.5719399,-4.6295693,-6.2740427,1.003870439,-23.55056863,,
1.2875,16.6104,-0.028326762,0.011808509,0.971707,0.010285692,14.82768767,5.981564525,14.82770513,5.980803142,-1.74604E-05,0.000761382,0.058004366,-0.02339625,-2.0630026,-7.3897072,-4.8676967,-5.9785946,1.004866478,-23.55378008,,
1.2875,16.6592,-0.027616336,0.012969656,0.97241912,0.01145964,14.64939806,6.705232914,14.64941636,6.704477933,-1.82977E-05,0.000754981,0.056440417,-0.025830622,-2.3635099,-7.1875105,-5.0681161,-5.6764309,1.005758294,-23.55688349,,
1.2875,16.708,-0.026841002,0.014011918,0.97326052,0.012574651,14.47615369,7.431520969,14.47620497,7.430802409,-5.12748E-05,0.00071856,0.054673127,-0.028064345,-2.6311696,-6.9692571,-5.2325579,-5.3725547,1.00673851,-23.56018851,,
1.2875,16.7568,-0.026029637,0.01493159,0.97400998,0.013471727,14.30862076,8.086043766,14.3086411,8.085313864,-2.03409E-05,0.000729902,0.052973481,-0.029933466,-2.8670163,-6.7427361,-5.364377,-5.072428,1.007624884,-23.56708573,,
1.2875,16.8056,-0.025194879,0.015738309,0.97479822,0.014272775,14.14811333,8.723280257,14.14811042,8.722547486,2.91356E-06,0.000732772,0.051214534,-0.03157462,-3.072419,-6.5112017,-5.4659177,-4.7795147,1.008495813,-23.5717981,,
1.2875,16.8544,-0.024355297,0.016440333,0.97560985,0.015010563,13.98483105,9.346064117,13.98481413,9.345349207,1.69157E-05,0.00071491,0.049431924,-0.033032873,-3.2488243,-6.2793474,-5.5401445,-4.4981954,1.009377841,-23.56965336,,
1.2875,16.9032,-0.023520709,0.017033908,0.97652182,0.015612402,13.85220988,9.969677149,13.85223164,9.968966427,-2.17692E-05,0.000710722,0.047558924,-0.034226494,-3.3982519,-6.0516968,-5.5914418,-4.2301802,1.010197869,-23.57501215,,
1.2875,16.952,-0.022726449,0.017530058,0.97729977,0.016114869,13.71553544,10.52898788,13.71554905,10.5282803,-1.361E-05,0.000707576,0.04587739,-0.035216237,-3.5226909,-5.832576,-5.6222597,-3.9801742,1.010960123,-23.57347973,,
1.2875,17,-0.022850002,0.017905113,0.97703519,0.01671518,13.39357059,10.49905275,13.39351354,10.49845771,5.70532E-05,0.000595035,0.04624771,-0.036251102,-3.5953791,-5.8509274,-5.665846,-3.9477943,1.005569597,-23.5617416,,
1.425,15,-0.007638347,-0.010154366,0.99229741,-0.012339593,20.1940268,-30.34246592,20.19399587,-30.3435586,3.09286E-05,0.001092682,0.015200267,0.022839967,3.7226148,-1.9842065,2.5230387,-3.1684139,0.960139237,-23.41110153,,
1.425,15.0488,-0.008194293,-0.010538099,0.99181109,-0.012630308,19.84714147,-28.77351506,19.84714526,-28.77456115,-3.78567E-06,0.001046098,0.016243061,0.023549329,3.810104,-2.1205555,2.5507248,-3.3247913,0.961025472,-23.40656866,,
1.425,15.0976,-0.008791361,-0.010920828,0.99119742,-0.013069195,19.37863504,-27.10475176,19.37863059,-27.10582596,4.45554E-06,0.001074194,0.017454183,0.024414008,3.8940245,-2.2679298,2.5715909,-3.4926315,0.962476605,-23.41907196,,
1.425,15.1464,-0.009431732,-0.011298785,0.99058375,-0.013408365,19.01763381,-25.58445145,19.01764266,-25.58550622,-8.8534E-06,0.001054772,0.018712832,0.025175427,3.9771397,-2.4255448,2.5882431,-3.6693258,0.963913651,-23.42406094,,
1.425,15.1952,-0.010123867,-0.011669011,0.98991652,-0.013723822,18.6878318,-24.11119571,18.68785305,-24.11222307,-2.12486E-05,0.001027363,0.020080751,0.025909426,4.0578961,-2.5954875,2.5980671,-3.8564553,0.965333014,-23.42857113,,
1.425,15.244,-0.010871704,-0.012028683,0.98918099,-0.013968917,18.42132945,-22.6778606,18.42135674,-22.67883067,-2.72874E-05,0.000970065,0.021578869,0.026566095,4.1356599,-2.7778678,2.6007311,-4.0536419,0.966722655,-23.42789265,,
1.425,15.2928,-0.011681056,-0.012370533,0.98832517,-0.01424391,18.12769135,-21.22611595,18.12769534,-21.22705263,-3.99037E-06,0.000936682,0.023264463,0.027242072,4.2076742,-2.9752651,2.5919015,-4.262572,0.968061949,-23.43356931,,
1.425,15.3416,-0.012554235,-0.012689905,0.98737049,-0.014511141,17.82722651,-19.79482255,17.8271897,-19.79573324,3.68096E-05,0.000910686,0.025120049,0.027893896,4.2732332,-3.1878524,2.5713219,-4.4830782,0.969393294,-23.43995474,,
1.425,15.3904,-0.013495278,-0.012979823,0.98636584,-0.014790999,17.49962874,-18.42468123,17.49956011,-18.42558694,6.86256E-05,0.000905713,0.027100141,0.028534204,4.3310768,-3.4167903,2.5375154,-4.7158805,0.970751793,-23.44630688,,
1.425,15.4392,-0.014507876,-0.013230923,0.98549338,-0.01515031,17.112986,-17.22809037,17.11298755,-17.22905006,-1.54901E-06,0.000959691,0.02902009,0.029216908,4.3776043,-3.6649573,2.4846146,-4.9628556,0.972121476,-23.46924589,,
1.425,15.488,-0.015593933,-0.013434113,0.98441824,-0.015344402,16.81860633,-15.98646049,16.81861333,-15.98741562,-6.99875E-06,0.000955132,0.03123447,0.029690822,4.4135884,-3.9279384,2.4179511,-5.2188015,0.97349335,-23.47302638,,
1.425,15.5368,-0.016754494,-0.013577353,0.98325656,-0.015474364,16.53763381,-14.77573879,16.53764024,-14.77668729,-6.42662E-06,0.000948494,0.033623749,0.030043441,4.434203,-4.208011,2.3306276,-5.4846639,0.974848624,-23.47690104,,
1.425,15.5856,-0.017989326,-0.01364801,0.98201962,-0.015529969,16.26772922,-13.60121225,16.26773458,-13.60215322,-5.35841E-06,0.00094097,0.036178036,0.030250013,4.4364695,-4.5050775,2.2198893,-5.7592057,0.976183099,-23.48119431,,
1.425,15.6344,-0.019296322,-0.013631989,0.98071124,-0.015498835,16.00759578,-12.4623793,16.00760043,-12.46331271,-4.65225E-06,0.000933415,0.03889329,0.030281817,4.4213865,-4.8232276,2.0829995,-6.0407885,0.976576052,-23.48571418,,
1.425,15.6832,-0.02067248,-0.013513549,0.97933501,-0.015365764,15.75666412,-11.35682026,15.75666872,-11.35774636,-4.60265E-06,0.0009261,0.041764854,0.030105007,4.3725373,-5.147591,1.9168276,-6.3262389,0.978714894,-23.48907506,,
1.425,15.732,-0.022108009,-0.013277177,0.97789903,-0.015114914,15.51458353,-10.28450044,15.51458789,-10.2854193,-4.3638E-06,0.000918861,0.044776142,0.02968441,4.2986859,-5.489352,1.7189773,-6.613415,0.980057491,-23.49425722,,
1.425,15.7808,-0.02359201,-0.012906708,0.97641469,-0.014730119,15.28103787,-9.244195421,15.28104205,-9.24510712,-4.18119E-06,0.000911699,0.047905618,0.02898314,4.1961251,-5.8469389,1.487087,-6.8967271,0.9803266,-23.49761521,,
1.425,15.8296,-0.0251097,-0.012386435,0.97489678,-0.014195684,15.05568385,-8.234541655,15.05568791,-8.235446273,-4.05833E-06,0.000904618,0.051123519,0.027964514,4.050143,-6.2012393,1.2192146,-7.1727597,0.982307066,-23.50244363,,
1.425,15.8784,-0.026641847,-0.011702313,0.97336452,-0.013497565,14.83819093,-7.254430748,14.83819492,-7.255328367,-3.98921E-06,0.00089762,0.054389854,0.026594626,3.8703128,-6.5659483,0.91437289,-7.4345992,0.982795529,-23.50578657,,
1.425,15.9272,-0.028164674,-0.010843472,0.97184181,-0.012624962,14.62822086,-6.303135007,14.6282249,-6.304025746,-4.03541E-06,0.000890739,0.057653697,0.02484583,3.6440159,-6.91876,0.57249997,-7.6772738,0.984509115,-23.51046531,,
1.425,15.976,-0.029651864,-0.00980166,0.9703548,-0.011569646,14.42547921,-5.378863511,14.42548332,-5.379747498,-4.11342E-06,0.000883987,0.060857709,0.022695885,3.3765324,-7.2653161,0.19466017,-7.8928763,0.98548018,-23.51371225,,
1.425,16.0248,-0.031072021,-0.00857604,0.96893494,-0.010330722,14.22972151,-4.481448319,14.22972576,-4.482325654,-4.25021E-06,0.000877334,0.063931889,0.020138374,3.0657366,-7.5943801,-0.21639471,-8.0759166,0.986444548,-23.5180629,,
1.425,16.0736,-0.032393154,-0.007171341,0.9676143,-0.008913005,14.0406858,-3.609962737,14.04069028,-3.610833562,-4.48533E-06,0.000870825,0.066803455,0.017179793,2.7117296,-7.8945836,-0.65620111,-8.2191032,0.98777167,-23.52193633,,
1.425,16.1224,-0.03358316,-0.005599687,0.96642506,-0.00732864,13.85814289,-2.76359458,13.85814775,-2.764459049,-4.85729E-06,0.000864469,0.069398135,0.013843719,2.3197048,-8.1631609,-1.1188596,-8.3166697,0.98883363,-23.52554641,,
1.425,16.1712,-0.034611982,-0.003880711,0.96539734,-0.005597247,13.68187732,-1.941576998,13.68188271,-1.942435257,-5.39759E-06,0.00085826,0.071645284,0.010171577,1.8939573,-8.391124,-1.5970504,-8.3642317,0.989900802,-23.52890985,,
1.425,16.22,-0.035454664,-0.002035537,0.96455355,-0.003739343,13.51119711,-1.140783105,13.51120194,-1.141635,-4.83271E-06,0.000851895,0.073487994,0.006209401,1.4397616,-8.5720759,-2.083897,-8.3590128,0.991107939,-23.53283696,,
1.425,16.2688,-0.036089265,-0.000106291,0.96392012,-0.001797904,13.34669462,-0.364924535,13.34670003,-0.365770333,-5.40786E-06,0.000845798,0.074868657,0.002051798,0.96789587,-8.7032859,-2.5677618,-8.2999202,0.992132135,-23.5364072,,
1.425,16.3176,-0.036504517,0.001868429,0.96350599,0.000189533,13.18802462,0.386310136,13.18803058,0.385470698,-5.95813E-06,0.000839439,0.075761608,-0.002214423,0.48744663,-8.7805034,-3.0391146,-8.1883938,0.993195732,-23.53985424,,
1.425,16.3664,-0.036698193,0.003862351,0.96331404,0.002194978,13.03470079,1.117608378,13.0347076,1.116774702,-6.81148E-06,0.000833676,0.076159203,-0.006525092,0.004895947,-8.8024354,-3.4921198,-8.0269666,0.99446216,-23.54324511,,
1.425,16.4152,-0.036674972,0.005831569,0.96333937,0.004175909,12.88665538,1.827175993,12.88666323,1.826348175,-7.85624E-06,0.000827818,0.076071657,-0.010781172,-0.46929873,-8.7760622,-3.917705,-7.8209504,0.995303341,-23.546439,,
1.425,16.464,-0.036448563,0.007741028,0.96361929,0.006016255,12.75766021,2.50477613,12.75769488,2.503913803,-3.4669E-05,0.000862327,0.075476652,-0.014813572,-0.92723463,-8.6989894,-4.3100784,-7.57691,0.996427539,-23.54886998,,
1.425,16.5128,-0.036034247,0.009572553,0.96403378,0.00786125,12.61959,3.1771383,12.61962474,3.176282708,-3.47444E-05,0.000855593,0.074520781,-0.018756427,-1.3638236,-8.5786903,-4.665926,-7.2999944,0.99739131,-23.55225294,,
1.425,16.5616,-0.035459273,0.011287335,0.96461325,0.009592265,12.48705903,3.827949542,12.48709601,3.827102069,-3.69784E-05,0.000847473,0.073206208,-0.022436572,-1.7706125,-8.4206712,-4.980246,-7.0000927,0.998387306,-23.55553076,,
1.425,16.6104,-0.034749266,0.012874049,0.96532878,0.011196164,12.35900945,4.459039543,12.35904918,4.458200666,-3.97252E-05,0.000838876,0.071596171,-0.025826428,-2.1450469,-8.2314147,-5.2531311,-6.683964,0.999401036,-23.55886237,,
1.425,16.6592,-0.033931623,0.014322284,0.96615274,0.012662231,12.23524481,5.07065172,12.23528768,5.069821764,-4.28686E-05,0.000829956,0.069754356,-0.02890346,-2.4849801,-8.0178577,-5.4850374,-6.3585253,1.000392416,-23.56213871,,
1.425,16.708,-0.033032984,0.015627499,0.96705761,0.013985102,12.11560079,5.662848084,12.11564676,5.662026961,-4.59692E-05,0.000821124,0.067742912,-0.031658417,-2.7898663,-7.7871208,-5.6776805,-6.0300223,1.001275231,-23.56529866,,
1.425,16.7568,-0.032076152,0.016792362,0.96800348,0.015267522,11.98213085,6.246044145,11.98217124,6.245281786,-4.03956E-05,0.000762359,0.065628413,-0.034206482,-3.0595177,-7.543533,-5.8332429,-5.7035179,1.002195568,-23.56766861,,
1.425,16.8056,-0.03108636,0.017815646,0.96901778,0.016315054,11.87060696,6.802824483,11.87065959,6.802074265,-5.26301E-05,0.000750217,0.063418157,-0.036339599,-3.2952894,-7.2941048,-5.9558834,-5.3843312,1.003122306,-23.57306142,,
1.425,16.8544,-0.030083925,0.018709431,0.9699986,0.017194963,11.76386262,7.328745476,11.76390445,7.327988305,-4.18341E-05,0.000757171,0.061241992,-0.03814895,-3.5002284,-7.04226,-6.0486637,-5.074721,1.003986724,-23.57510405,,
1.425,16.9032,-0.029086988,0.01947934,0.97092891,0.017962474,11.65614563,7.826433969,11.65615415,7.825675548,-8.52414E-06,0.000758421,0.059136137,-0.039702651,-3.675177,-6.7930674,-6.1145874,-4.7790911,1.004809676,-23.57500616,,
1.425,16.952,-0.028126876,0.020118958,0.9719403,0.018552594,11.5768317,8.312528015,11.5768659,8.311744886,-3.42002E-05,0.000783129,0.056998312,-0.040922598,-3.8208942,-6.5544781,-6.1578123,-4.5039272,1.00557508,-23.57784228,,
1.425,17,-0.028232284,0.020530495,0.97161775,0.019043314,11.36569879,8.294521633,11.36562436,8.293777931,7.44356E-05,0.000743702,0.057412533,-0.041895349,-3.889889,-6.579826,-6.2007452,-4.4867248,1.001322129,-23.52040873,,
1.5625,15,-0.009028126,-0.012859628,0.99099167,-0.015096837,15.79488966,-25.25649111,15.79490081,-25.2576097,-1.11489E-05,0.001118581,0.017798561,0.02846166,3.9657635,-2.1089387,2.732981,-3.4239113,0.975345303,-23.39954584,,
1.5625,15.0488,-0.009663586,-0.013332267,0.9903563,-0.01550616,15.53027211,-23.94316369,15.53028323,-23.94425061,-1.11241E-05,0.001086924,0.019066866,0.029396876,4.054816,-2.2464,2.7643325,-3.5885288,0.977197688,-23.405252,,
1.5625,15.0976,-0.010352278,-0.013786245,0.98966393,-0.015934182,15.27683224,-22.66412085,15.2768415,-22.6651948,-9.25731E-06,0.00107395,0.020448382,0.030337852,4.145704,-2.400023,2.789161,-3.7663954,0.978372928,-23.41129954,,
1.5625,15.1464,-0.011096601,-0.014231644,0.98891832,-0.016360904,15.03339637,-21.42611954,15.03340497,-21.42718415,-8.59385E-06,0.001064613,0.021942493,0.03127474,4.2360389,-2.5663971,2.8078854,-3.9549374,0.979307887,-23.4168987,,
1.5625,15.1952,-0.011901533,-0.014667998,0.98811223,-0.016781004,14.79887176,-20.22429189,14.79887976,-20.22534838,-7.99763E-06,0.001056487,0.02356241,0.032202299,4.3219425,-2.7445769,2.8194627,-4.1548581,0.980745546,-23.42250905,,
1.5625,15.244,-0.01277163,-0.015091553,0.98724068,-0.017189343,14.57241282,-19.05678082,14.57242008,-19.0578297,-7.25512E-06,0.001048881,0.025318844,0.033112017,4.4007307,-2.934203,2.822488,-4.3664624,0.982991867,-23.42779524,,
1.5625,15.2928,-0.013711408,-0.015496879,0.98629918,-0.017579786,14.35357971,-17.92239257,14.35358609,-17.92343402,-6.37858E-06,0.001041441,0.027222205,0.033992578,4.4784045,-3.1409114,2.8153842,-4.5900106,0.984390175,-23.43246229,,
1.5625,15.3416,-0.014725266,-0.015877186,0.98528351,-0.017945161,14.14204139,-16.82009306,14.14204684,-16.82112704,-5.4571E-06,0.001033977,0.029282765,0.034830114,4.5534459,-3.3659564,2.7965243,-4.8260181,0.985034171,-23.43685745,,
1.5625,15.3904,-0.01581733,-0.016224339,0.98418975,-0.018277127,13.93749717,-15.74887063,13.93750176,-15.74989702,-4.59346E-06,0.001026386,0.03151048,0.035608019,4.6133266,-3.6021905,2.7638594,-5.0745755,0.987245575,-23.44162138,,
1.5625,15.4392,-0.016991232,-0.016528775,0.98301446,-0.018566022,13.73966061,-14.70771744,13.7396645,-14.70873606,-3.88358E-06,0.001018617,0.033914605,0.036306634,4.6667701,-3.858316,2.7150497,-5.3352604,0.988632522,-23.44629909,,
1.5625,15.488,-0.01825963,-0.01677559,0.98169091,-0.018872674,13.52138389,-13.66792167,13.52136026,-13.66897027,2.36311E-05,0.001048593,0.036577044,0.036976349,4.711777,-4.1369228,2.6470178,-5.6121468,0.989618266,-23.46567122,,
1.5625,15.5368,-0.019605107,-0.016959108,0.98034525,-0.019042066,13.33647053,-12.68747134,13.33644679,-12.68851287,2.37374E-05,0.00104153,0.039356901,0.037444797,4.7374477,-4.4289345,2.5583765,-5.8957584,0.991000466,-23.46996385,,
1.5625,15.5856,-0.021037117,-0.017061762,0.97891284,-0.019130625,13.15746478,-11.73370949,13.15744083,-11.73474397,2.3952E-05,0.001034482,0.042331048,0.037753848,4.7423051,-4.7363205,2.4455914,-6.1891481,0.992899019,-23.4751255,,
1.5625,15.6344,-0.022553737,-0.017067706,0.97739561,-0.01912245,12.98414026,-10.80579587,12.98411599,-10.80682329,2.42716E-05,0.001027423,0.045498484,0.037868891,4.7279113,-5.0633023,2.3056931,-6.4899652,0.994208019,-23.47951682,,
1.5625,15.6832,-0.024150407,-0.016959753,0.97579807,-0.019000316,12.81627167,-9.902911946,12.81624694,-9.903932279,2.47211E-05,0.001020333,0.048852819,0.037751692,4.6881187,-5.4063857,2.1358623,-6.796359,0.995546788,-23.48387748,,
1.5625,15.732,-0.025819334,-0.016719743,0.97412792,-0.01874605,12.65363077,-9.024270637,12.65360542,-9.025283843,2.53471E-05,0.001013206,0.052380812,0.037361027,4.6190898,-5.7637028,1.9331212,-7.1048426,0.99687435,-23.48817723,,
1.5625,15.7808,-0.02754889,-0.016329117,0.97239668,-0.018341109,12.49599054,-8.169132878,12.49596434,-8.170138928,2.62036E-05,0.00100605,0.05606078,0.036653783,4.5169394,-6.1325568,1.6948552,-7.4112696,0.998175032,-23.49227991,,
1.5625,15.8296,-0.029323093,-0.015769726,0.97062023,-0.017767385,12.34313219,-7.336810349,12.34310485,-7.337809234,2.73416E-05,0.000998885,0.059861122,0.035586629,4.3779126,-6.5093176,1.418958,-7.710802,0.999452011,-23.49620153,,
1.5625,15.8784,-0.031121246,-0.015024889,0.96881919,-0.017008249,12.19485329,-6.526664744,12.19482449,-6.527656482,2.87994E-05,0.000991738,0.063739111,0.034118328,4.2006706,-6.8927362,1.1040093,-7.9978382,1.000221036,-23.5002137,,
1.5625,15.9272,-0.032917845,-0.014080678,0.96701907,-0.016049814,12.0509793,-5.738107847,12.05094873,-5.739092476,3.0574E-05,0.000984629,0.067640191,0.032212676,3.9759503,-7.2663429,0.74963679,-8.2659077,1.002033161,-23.50432065,,
1.5625,15.976,-0.034682856,-0.012927359,0.96524995,-0.014882353,11.91136364,-4.9705835,11.91133099,-4.971561062,3.26425E-05,0.000977562,0.071498204,0.029841979,3.7088573,-7.6350372,0.35677422,-8.5085573,1.003280002,-23.50792582,,
